Mel Loss,Accuracy,PESQ
8.96398639678955,1.0,4.361760525411484
10.131267547607422,1.0,4.580314789083099
10.472726821899414,1.0,4.615026360085421
10.50695514678955,1.0,4.249314784982771
9.093942642211914,1.0,4.415308142695972
7.796195030212402,1.0,4.620478929135366
10.501516342163086,1.0,4.308791371621747
10.49496078491211,1.0,4.453092812072494
10.47239875793457,1.0,4.601274209246495
10.511442184448242,1.0,4.333306658442993
9.28464126586914,1.0,4.5495077908556025
10.472695350646973,1.0,4.633166419409855
10.47890567779541,1.0,4.588999446746389
10.490690231323242,1.0,4.369884691585336
10.354673385620117,1.0,4.525652759195872
9.414237022399902,1.0,4.270479121977703
8.431916236877441,1.0,4.343705013552692
9.244546890258789,1.0,4.341503873595196
10.266520500183105,1.0,4.525958420560154
8.524068832397461,1.0,4.223801115095851
10.512863159179688,1.0,4.283869488539661
9.749792098999023,1.0,4.367000219062026
10.49928092956543,1.0,3.923346218197578
10.45193862915039,1.0,4.471024453351813
10.507272720336914,1.0,4.428060035082546
8.770401954650879,1.0,4.363579270810174
9.570188522338867,1.0,4.334407153776779
9.145697593688965,1.0,4.619624443130885
5.318493366241455,1.0,4.422441083338718
10.497891426086426,1.0,4.2252184479517805
10.509038925170898,1.0,4.25119552922687
7.063756942749023,1.0,4.255498327157113
10.148241996765137,1.0,4.286145903929686
10.475759506225586,1.0,4.5489414074530865
10.449877738952637,1.0,4.635821566158469
9.889152526855469,1.0,4.553803932438938
10.492849349975586,1.0,4.456096739985185
9.259990692138672,1.0,4.448744377332211
9.588499069213867,1.0,4.357116743952608
8.294317245483398,1.0,4.442908847914503
8.631444931030273,1.0,4.293268831683651
5.913546562194824,1.0,4.292515886341971
9.58892822265625,1.0,4.627241297973227
9.783605575561523,1.0,4.349650429901946
9.491057395935059,1.0,4.5028101887746015
9.127653121948242,1.0,4.286619644111488
10.14437198638916,1.0,4.346891903937052
10.506609916687012,1.0,4.31763604992592
7.798429012298584,1.0,4.453141756969213
10.489555358886719,1.0,4.5446260479301
10.084784507751465,1.0,4.344640803339001
10.459940910339355,1.0,4.615131695844009
10.46124267578125,1.0,4.623696775621643
9.161858558654785,1.0,4.24587051097014
10.458107948303223,1.0,4.633554276099649
9.62209701538086,1.0,4.627922346288258
10.509333610534668,1.0,4.401809979985849
6.86962890625,1.0,4.471873526216704
10.485395431518555,1.0,4.519063057994574
10.493518829345703,1.0,4.464979143150581
5.965615272521973,1.0,4.549535348725508
10.034103393554688,1.0,4.290354585042612
10.240317344665527,1.0,4.636824660199906
9.381362915039062,1.0,4.619058674199768
6.959770202636719,1.0,4.5998556761564675
7.7289719581604,1.0,4.257415231298139
7.409138202667236,1.0,4.60084453027679
10.473119735717773,1.0,4.622793664464955
10.474428176879883,1.0,4.62409644066715
9.261880874633789,1.0,4.585828126863913
10.504012107849121,1.0,4.532309672351646
10.514715194702148,1.0,4.395600758447165
10.40812873840332,1.0,4.592291054173627
10.50458812713623,1.0,4.464799618478898
10.480055809020996,1.0,4.622852274455105
9.409914016723633,1.0,4.497065449577047
6.877540111541748,1.0,4.4250237655993825
6.713901042938232,1.0,4.301331393405968
10.502355575561523,1.0,4.484252728304121
10.514845848083496,1.0,4.39772856945923
8.070137977600098,1.0,4.52501024063687
8.846417427062988,1.0,4.634989672470869
8.926702499389648,1.0,4.33129805626785
6.535658359527588,1.0,4.629787800770181
9.064695358276367,1.0,4.634342928151559
9.425809860229492,1.0,4.546837185734252
10.480557441711426,1.0,4.492867326529527
10.490169525146484,1.0,4.456723271153697
10.484417915344238,1.0,4.348048275093787
10.007888793945312,1.0,4.284619538899482
10.454895973205566,1.0,4.634800976166521
10.14417839050293,1.0,4.528613034102567
6.322575569152832,1.0,4.344385270266799
9.465086936950684,1.0,4.515010347473879
9.862434387207031,1.0,4.365548161387624
9.814936637878418,1.0,4.3823239186148095
8.95155143737793,1.0,4.4164351413586225
6.299536228179932,1.0,4.248466398316038
8.6089448928833,1.0,4.4766893623422845
8.152588844299316,1.0,4.224917944738134
8.241888999938965,1.0,4.408330699103294
10.417167663574219,1.0,4.230655226161814
8.879570960998535,1.0,4.5792118694181845
10.50336742401123,1.0,4.1555896487692925
8.021309852600098,1.0,4.286221223332343
8.808228492736816,1.0,4.334310701716318
6.079024314880371,1.0,4.32747201485188
10.117776870727539,1.0,4.379926176979721
4.261966705322266,1.0,4.608819480569988
7.901507377624512,1.0,4.119181458787891
9.83486270904541,1.0,4.265118089413959
10.194053649902344,1.0,4.386175982117229
5.542579650878906,1.0,4.602612175060146
10.44619369506836,1.0,4.6379646297804555
9.321416854858398,1.0,4.608228734049924
10.45225715637207,1.0,4.631239640524934
9.427204132080078,1.0,4.261267627306949
10.4649019241333,1.0,4.600405238413199
10.493783950805664,1.0,4.3599087537173995
10.494894027709961,1.0,4.43546932703574
9.899924278259277,1.0,4.603669755829463
10.46237850189209,1.0,4.4786042102864405
9.316655158996582,1.0,4.212928245194964
7.44242000579834,1.0,4.567067935164206
10.504971504211426,1.0,4.328794958686837
10.454999923706055,1.0,4.6331964240054
7.964340686798096,1.0,4.3045302410938655
8.24533748626709,1.0,4.448860937455429
10.498403549194336,1.0,4.410002703754182
10.473135948181152,1.0,4.601371363686393
10.068422317504883,1.0,4.370062976753143
7.712789058685303,1.0,4.4206039667145225
6.642309188842773,1.0,4.283550597246623
8.147988319396973,1.0,4.449880653887411
8.791906356811523,1.0,4.40181757708363
8.409000396728516,1.0,4.451879928622055
10.270896911621094,1.0,4.184209298866232
9.097308158874512,1.0,4.380829182863565
10.415740966796875,1.0,4.544959263290412
10.486547470092773,1.0,4.322905662080437
8.654045104980469,1.0,4.330471295886047
10.50494384765625,1.0,4.4311295530345305
7.183770179748535,1.0,4.464665319253136
7.381318092346191,1.0,4.628381316006123
10.086188316345215,1.0,4.328040994869863
10.50582504272461,1.0,4.29420111704266
8.65278148651123,1.0,4.337012112631033
10.505316734313965,1.0,4.370940794041136
7.840295791625977,1.0,4.275536485290657
10.259421348571777,1.0,4.455076225026483
