Mel Loss,Accuracy,PESQ
8.070297241210938,0.75,4.619846228409838
10.0658597946167,0.5,4.6249205778269165
10.493889808654785,0.75,4.499587635135383
10.51364803314209,0.75,4.110117002248551
8.412837028503418,0.5,4.634747450473324
8.686192512512207,0.75,4.2755016432726425
10.513920783996582,1.0,4.057855977351343
10.509806632995605,1.0,4.288577240284193
10.503923416137695,0.75,4.240396795516661
10.503332138061523,0.75,4.462758582277594
8.99407958984375,0.5,4.618769890032485
10.45566177368164,0.75,4.6378091077364445
10.502721786499023,0.75,4.207153593455819
10.464082717895508,0.5,4.634826802220791
10.361912727355957,1.0,4.493391025191057
8.72396469116211,0.75,4.5398475150039665
8.872119903564453,1.0,4.162275275101799
9.029674530029297,0.75,4.524972393575159
10.281414985656738,1.0,4.45012165648863
8.316701889038086,1.0,4.347929828082641
10.474594116210938,0.75,4.62872776263011
9.80372428894043,0.75,4.274471769711611
10.502569198608398,1.0,3.910589581178823
10.496186256408691,0.75,4.230583313517714
10.512885093688965,0.75,4.268681845306615
8.553445816040039,1.0,4.467827655555724
8.855685234069824,0.75,4.631802803923141
9.50198745727539,0.75,4.4676157680655235
3.6680009365081787,0.75,4.581525998291623
10.45031452178955,0.75,4.640059566774613
10.504590034484863,1.0,4.30492901457658
5.115933418273926,0.5,4.625333536886946
10.144440650939941,1.0,4.336415431558898
10.455087661743164,0.5,4.63479774963003
10.453949928283691,0.5,4.634407426809938
10.000929832458496,1.0,4.390708855227287
10.51065444946289,1.0,4.301359844244835
9.467275619506836,1.0,4.405710304730375
9.51746940612793,0.75,4.454368383835422
7.24697732925415,0.5,4.632656373726138
8.817144393920898,0.75,4.251855731854426
7.434306621551514,1.0,3.937363490646178
9.903687477111816,1.0,4.313340840999628
9.936715126037598,0.75,4.260227824978471
9.534828186035156,0.75,4.450488083392824
9.44057559967041,0.75,4.132025457670118
9.886574745178223,0.75,4.55936369107967
10.495304107666016,1.0,4.4576011219566665
6.427203178405762,0.75,4.614409938553685
10.48569107055664,1.0,4.548480813040796
10.164340019226074,0.75,4.148920757574764
10.496671676635742,1.0,4.4563594609303765
10.495901107788086,0.75,4.407446521898873
8.311102867126465,0.5,4.631518374023995
10.464228630065918,0.5,4.634624457408024
9.924723625183105,1.0,4.39890290590922
10.521267890930176,1.0,4.288220240193894
7.393824100494385,1.0,4.332484701600167
10.46917724609375,0.5,4.637404159363746
10.508051872253418,1.0,4.300739583742921
7.442248344421387,0.75,4.139305071732687
10.103656768798828,1.0,4.023345567219092
10.404450416564941,1.0,4.290558095397597
9.555182456970215,1.0,4.563469934708367
8.326225280761719,0.75,4.307413348214891
7.022233009338379,0.75,4.507904739180479
8.373650550842285,1.0,4.21305337839999
10.47731876373291,0.75,4.415325139160288
10.458475112915039,0.75,4.641065271587352
9.1284761428833,0.75,4.621326725777562
10.504301071166992,0.75,4.121860936398755
10.476384162902832,0.75,4.626387818629145
10.478361129760742,0.75,4.357157191932693
10.508808135986328,1.0,4.386154505257046
10.464797019958496,0.5,4.639745433795301
9.31011962890625,0.75,4.52632707359105
7.44032096862793,0.75,4.237360725188431
7.507609844207764,1.0,4.107156173332565
10.467516899108887,0.5,4.628377350175082
10.467395782470703,0.5,4.638707645511813
8.454968452453613,0.75,4.435370282148778
8.735220909118652,0.75,4.63095806500277
8.67902660369873,0.75,4.527520629570667
8.398209571838379,0.75,4.301723305035576
9.49728775024414,0.75,4.471740759498227
9.816664695739746,0.75,4.205298922336192
10.47861099243164,0.75,4.511163687943292
10.508980751037598,0.75,4.258480314855583
10.494583129882812,1.0,3.912186933179396
9.94459342956543,1.0,4.429411157588152
10.489937782287598,0.75,4.428688563525176
10.27751350402832,0.75,4.2128643522013425
4.218961715698242,0.75,4.601195898807682
9.598980903625488,0.75,4.434769017279808
9.492423057556152,0.5,4.630529266929517
9.387653350830078,0.5,4.637855440548964
8.741881370544434,0.75,4.54050938094108
4.184481620788574,0.75,4.595761521891536
9.131410598754883,1.0,4.212617941143313
8.444441795349121,1.0,4.0987340873685545
7.041088581085205,0.5,4.636607250644217
10.43265151977539,0.75,4.1957857803993175
8.595732688903809,0.75,4.625450493998587
10.493915557861328,1.0,4.354851506639711
7.917937278747559,1.0,4.348747610729452
8.932907104492188,0.75,4.258444126583632
6.264111042022705,1.0,4.29293258108938
9.907906532287598,0.75,4.637471622080009
6.250003337860107,1.0,4.36443306421699
6.158966541290283,0.75,4.6139684266084755
9.355966567993164,0.5,4.633443743130907
9.990453720092773,0.5,4.636112395718952
7.1281609535217285,1.0,4.299191071266694
10.49849796295166,1.0,4.138827483065668
9.63525390625,1.0,4.3342017096730725
10.50454044342041,0.75,4.319245867275824
9.396065711975098,0.75,4.320353925997127
10.450204849243164,0.75,4.631871754729324
10.455243110656738,0.5,4.639656993523086
10.498065948486328,1.0,4.288363775223883
10.042511940002441,0.75,4.4620716595618335
10.464300155639648,0.75,4.495401939723023
9.488186836242676,1.0,4.192719477206736
8.77603530883789,1.0,4.125319907129071
10.511775016784668,1.0,4.278392408547598
10.455527305603027,0.75,4.639881775525675
8.607243537902832,0.75,4.10459325065557
7.323896408081055,0.5,4.637353985465377
10.511703491210938,0.75,4.289948075326506
10.485595703125,0.75,4.469052029004078
10.097007751464844,0.75,4.272442130336567
8.384087562561035,1.0,4.203111147679171
7.580572128295898,1.0,4.015017616131523
8.416975975036621,1.0,4.317262667076633
7.872633457183838,0.5,4.633896493293775
7.210939407348633,0.75,4.627284630868897
10.329136848449707,1.0,3.8965428661914583
9.172628402709961,1.0,4.300939385934337
10.445893287658691,1.0,4.464176319132891
10.49742317199707,1.0,4.147547128645465
8.841376304626465,0.75,4.28799191813091
10.462519645690918,0.5,4.628766684603972
6.881828308105469,1.0,4.547314877565483
7.37313985824585,0.75,4.601868351696119
9.996048927307129,0.75,4.526463287011622
10.485544204711914,0.75,4.532540579586531
8.799095153808594,1.0,4.268336650505047
10.494264602661133,0.75,4.508943497740822
6.320497989654541,0.5,4.630395597770806
10.296483993530273,1.0,4.293121449296412
