Mel Loss,Accuracy,PESQ
8.55534553527832,0.375,4.5800535330018635
10.1704683303833,0.875,4.5386828949079465
10.500661849975586,0.625,4.389134318145602
10.507012367248535,0.5,4.280462862728499
9.028449058532715,0.875,4.511145266948351
8.639777183532715,0.5,4.305838115360814
10.49172592163086,0.5,4.503856864768544
10.517263412475586,0.625,4.387083312559067
10.474417686462402,0.375,4.5927383064478935
10.485822677612305,0.625,4.555501044082396
9.033113479614258,0.75,4.623615770672194
10.481171607971191,0.75,4.582763724274504
10.470947265625,0.75,4.481587312163011
10.494041442871094,0.75,4.336566098575605
10.37632942199707,0.875,4.4494828511445945
9.432995796203613,0.625,4.31933309572332
8.757172584533691,1.0,4.2290487585704755
9.236597061157227,0.75,4.381828983931602
10.23801040649414,0.75,4.576002347509194
8.45791244506836,0.5,4.2664614630437265
10.433456420898438,0.625,4.607786670725126
9.621610641479492,0.625,4.513103085926313
10.493764877319336,0.625,3.940204917685074
10.481290817260742,0.75,4.492293880671071
10.4938325881958,0.625,4.521891445148366
7.338501930236816,0.625,4.630306155983314
9.47999095916748,0.875,4.406597319792388
9.492053985595703,0.875,4.480096938629538
5.19588041305542,0.75,4.192024877385568
10.489544868469238,0.5,4.461486910821991
10.498710632324219,1.0,4.453140758827007
6.506052017211914,0.625,4.44684663339532
10.183992385864258,0.875,4.1864573145093384
10.486350059509277,0.75,4.301765341390051
10.500619888305664,0.875,4.244533366138218
10.032773971557617,0.625,4.28828836178651
10.488566398620605,0.875,4.521790509332513
9.138528823852539,0.75,4.482040743740687
9.575536727905273,0.875,4.401474548063408
8.475396156311035,0.875,4.3162073355474035
8.590551376342773,0.75,4.357446335443743
5.838679790496826,0.75,4.352069549980397
9.953699111938477,0.5,4.190317026124649
9.733420372009277,0.625,4.4523479460642
9.576336860656738,0.75,4.408735683258462
9.341155052185059,0.75,4.158880458022227
10.156052589416504,0.625,4.341546678162728
10.480290412902832,0.625,4.548995817095488
8.18685531616211,0.625,4.319617208328275
10.49826431274414,0.875,4.526439579897931
10.039196014404297,0.875,4.47263232344677
10.501333236694336,0.5,4.4139938261945195
10.491124153137207,0.625,4.52149918483521
9.227580070495605,0.75,4.243922745825139
10.484053611755371,0.375,4.551239082929371
9.798823356628418,0.625,4.53149796357652
10.462644577026367,0.75,4.6327772067017525
7.688561916351318,0.875,4.280041785188145
10.417974472045898,0.75,4.64034065801561
10.518058776855469,0.875,4.1914196866104
7.146027088165283,0.5,4.217477605757017
9.614056587219238,0.625,4.636080397638156
10.36190414428711,0.625,4.420866844986525
9.768193244934082,0.75,4.356127721638996
6.314395427703857,0.625,4.51611223118762
6.739948749542236,0.75,4.540638882343529
8.092233657836914,0.75,4.372398424895613
10.497920036315918,0.875,4.222043834077786
10.484358787536621,0.625,4.582243136956954
9.740479469299316,0.75,4.376186307012435
10.490945816040039,1.0,4.5532068613611605
10.502179145812988,0.625,4.511460868256517
10.417847633361816,0.5,4.577883389899033
10.501471519470215,0.625,4.473362149833891
10.510129928588867,0.625,4.353700566511447
9.497565269470215,0.625,4.45975192203857
7.630418300628662,0.625,4.183671818119227
6.544820308685303,0.625,4.3676134857725915
10.490182876586914,0.5,4.4165836959029505
10.510119438171387,0.625,4.444511506412034
8.687445640563965,0.375,4.333956972231091
9.446186065673828,0.625,4.385133662243798
8.810039520263672,0.5,4.404278594064239
7.801746845245361,0.625,4.468358487261406
9.57537841796875,0.625,4.402914550333886
9.444778442382812,0.75,4.54787638893343
10.49032974243164,0.75,4.342142238048898
10.492716789245605,0.625,4.443764772117683
10.488703727722168,1.0,4.330145445499377
10.025384902954102,0.625,4.299249405675505
10.483512878417969,0.875,4.540751960842147
10.108325958251953,0.625,4.592424633103687
6.34674596786499,0.5,4.358339961591882
9.5242919921875,0.75,4.515619158323999
9.773982048034668,0.625,4.517190246869138
9.5972900390625,0.5,4.605133881044362
8.480931282043457,0.625,4.591200674051214
6.475635051727295,0.5,4.216303193549764
8.725445747375488,0.75,4.418812508772208
7.260673522949219,0.875,4.579177846083128
8.093610763549805,0.625,4.504084703604767
10.298523902893066,0.625,4.6398104275733
8.455374717712402,0.75,4.631008889342707
10.49688720703125,0.625,4.318655468470528
7.544529914855957,0.75,4.513055282930249
8.966960906982422,0.75,4.216267426563451
6.726739883422852,0.75,4.12989721028343
10.08659553527832,0.625,4.537842411103382
3.084385633468628,0.625,4.601076907020466
7.550491809844971,0.75,4.335120459389634
9.7137451171875,0.875,4.457761267384794
10.132492065429688,0.625,4.552939712479416
7.1838297843933105,0.75,4.258041350839066
10.461286544799805,0.75,4.628262376138008
9.65839958190918,0.75,4.272585341632673
10.475194931030273,0.625,4.538203365382511
9.284103393554688,0.625,4.4596830186616385
10.4464693069458,0.5,4.62959245249096
10.493220329284668,0.75,4.456610488794357
10.47928524017334,0.625,4.530654335009347
10.117267608642578,0.875,4.294405779523948
10.456636428833008,0.375,4.465517579266408
9.271045684814453,0.75,4.159616799530063
8.14925479888916,0.75,4.279854065787392
10.496434211730957,0.625,4.438674972961227
10.487104415893555,0.875,4.39965248365415
7.621285438537598,0.75,4.50347402143048
7.85487174987793,0.625,4.5782764726237675
10.503803253173828,0.75,4.319735852279206
10.465167999267578,0.875,4.538231411894441
10.14118766784668,0.75,4.248965146141211
7.395951747894287,0.5,4.501697857662571
4.205454349517822,0.625,4.5937035796243295
8.55862808227539,0.75,4.301602746360216
8.895270347595215,0.625,4.370898453014422
8.314764976501465,0.75,4.491204645643644
10.266569137573242,0.75,4.240270736761429
9.148524284362793,0.625,4.396311561072934
10.420598030090332,0.375,4.54725043254324
10.471933364868164,0.625,4.552356269569792
8.578766822814941,0.625,4.3927536091590484
10.494555473327637,0.625,4.339517853972893
7.809697151184082,0.75,4.297812965460089
8.161803245544434,0.625,4.478923498481034
